B5,D6,B1,C1,B6,C3,D3,C5,D2,C2,B2,B3,A1,C4,A6,B4,A2,C6,A4,D1,D4,A5,A3,D5
88.63344062114635,46.849889469948785,33.29095167963694,133.73989288138952,109.70473019152224,53.96347857155959,39.38888637868044,16.602964265644783,55.329011389730375,77.11248934534453,166.7978884822346,115.97625658591895,11.21113723052763,34.37486919819706,10.754698857799504,72.74692475360172,79.60356467905319,23.169607529389033,33.904021693454595,40.68738539340991,39.77987039016,155.40260472034683,91.13121286869854,101.40828124554818
20.0386653830867,27.995406407351076,21.878317354552443,67.77609949833587,33.73675700667213,48.46363853059947,40.354786038758284,14.602064301592542,50.82117678087091,82.30212525114685,162.9335778699501,112.17764243829681,29.382561046648316,30.572887705751004,11.01150394903821,70.93558220397699,13.578109148802673,22.170330968949177,57.471642217050935,82.26163123771848,46.09284937286191,100.16687048618768,23.573871649006897,55.75438680967263
25.9711708936953,25.0651426125285,31.179409410290713,16.885868855073525,12.137623393480931,51.58546890360332,28.86989097067416,15.132121454822705,75.10533564075556,24.279571405287037,158.0559946371383,108.87690238429869,66.80754026495165,30.98065024070748,38.73752321394067,69.53356889477716,16.486506594415836,58.32280445004828,35.860029654051274,80.78427779772265,64.96991051483913,18.499063815238035,47.075568055094564,42.862707665324095
