Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Hematoxylin OD mean	Cell: Hematoxylin OD std dev	Cell: Hematoxylin OD max	Cell: Hematoxylin OD min	Cell: Eosin OD mean	Cell: Eosin OD std dev	Cell: Eosin OD max	Cell: Eosin OD min	Cytoplasm: Hematoxylin OD mean	Cytoplasm: Hematoxylin OD std dev	Cytoplasm: Hematoxylin OD max	Cytoplasm: Hematoxylin OD min	Cytoplasm: Eosin OD mean	Cytoplasm: Eosin OD std dev	Cytoplasm: Eosin OD max	Cytoplasm: Eosin OD min	Nucleus/Cell area ratio
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2188.8	1471.3	42.39	34.1394	0.457	14.9586	3.5769	0.9763	0.2536	120.4368	0.1341	0.6108	0.0232	0.5876	0.24	114.023	0.0648	0.3479	0.0983	0.2496	158.94	51.3651	0.757	19.8529	9.2761	0.883	0.0698	0.1406	0.6108	-0.1336	0.2703	0.0801	0.4448	0.0267	0.0023	0.059	0.2036	-0.1336	0.2814	0.0823	0.4448	0.0267	0.2692
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2052.6	1467.5	28.71	19.8115	0.9192	6.6035	5.603	0.4472	0.4806	155.2482	0.155	0.882	0.1983	0.6838	0.1661	53.6559	0.0628	0.2982	-0.0313	0.3294	74.34	33.0068	0.8575	11.7799	8.8944	0.6123	0.2054	0.2528	0.882	-0.141	0.2732	0.1019	0.4363	-0.0313	0.0294	0.0998	0.3171	-0.141	0.3418	0.0498	0.4363	0.1926	0.3849
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1742.8	1468.1	26.1	21.7781	0.6915	9.2434	4.032	0.8889	0.3869	113.3562	0.1112	0.6338	0.1744	0.4594	0.1627	47.6596	0.0506	0.2835	0.0269	0.2567	93.33	35.4251	0.9346	11.9444	9.6	0.5408	0.1941	0.1541	0.6338	-0.0765	0.1951	0.065	0.3345	-0.0068	0.1186	0.0892	0.4009	-0.0765	0.2078	0.0656	0.3345	-0.0068	0.2784
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1753.5	1471	44.82	29.4718	0.6484	10.7985	6.0395	0.8471	0.2759	139.3514	0.0647	0.4592	0.1479	0.3113	0.2584	130.5149	0.0297	0.3625	0.1852	0.1773	117	42.7292	0.8053	15.4906	11.642	0.5358	0.1685	0.119	0.4592	-0.1379	0.2835	0.0395	0.4454	0.1852	0.1004	0.0922	0.3183	-0.1379	0.2994	0.0365	0.4454	0.2042	0.3827
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1905.9	1469.1	14.94	15.3329	0.7986	5.5306	3.6227	0.6946	0.5015	86.2609	0.1225	0.7934	0.2473	0.5461	0.1704	29.3089	0.0519	0.3432	0.0739	0.2693	40.05	25.8111	0.7554	10.1549	5.7691	0.8516	0.2916	0.2005	0.7934	-0.0765	0.222	0.0691	0.3657	0.0739	0.1608	0.1062	0.4337	-0.0765	0.2542	0.0582	0.3657	0.0769	0.3716
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1837.1	1471.8	42.66	28.8546	0.6439	10.3026	7.0445	0.7835	0.4532	217.5588	0.0878	0.67	0.2482	0.4218	0.1889	90.6767	0.039	0.2786	0.0822	0.1964	95.94	37.9157	0.8386	13.5859	9.4989	0.7156	0.3038	0.1638	0.67	-0.0254	0.2296	0.0529	0.3687	0.0822	0.1817	0.0964	0.4913	-0.0254	0.2629	0.0371	0.3687	0.1571	0.4461
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2216.5	1470.8	27.27	22.122	0.7002	8.115	4.8067	0.8032	0.1544	47.8573	0.0654	0.3878	0.0247	0.3631	0.3135	97.1876	0.035	0.3913	0.1882	0.2031	97.74	38.2528	0.8394	13.5444	10.7956	0.5374	0.0733	0.089	0.3878	-0.1181	0.3188	0.0493	0.4204	0.0835	0.0411	0.0757	0.3726	-0.1181	0.3209	0.0538	0.4204	0.0835	0.2798
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1869.2	1469.9	17.82	16.9427	0.7801	6.0957	4.144	0.7098	0.3948	80.9358	0.2563	1.23	0.0501	1.1799	0.1189	24.3806	0.0837	0.2778	-0.1774	0.4552	77.67	32.9903	0.8968	12.0088	8.4523	0.7241	0.0932	0.2142	1.23	-0.1044	0.1186	0.0808	0.3214	-0.1774	-0.0002	0.0538	0.2061	-0.1044	0.1185	0.0799	0.3214	-0.0511	0.2314
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1828.6	1471.1	12.78	13.9851	0.8211	4.6208	4.0211	0.4571	0.2387	35.0909	0.0577	0.3747	0.1101	0.2645	0.2722	40.013	0.0244	0.3248	0.1981	0.1267	39.06	24.6696	0.8065	8.5715	6.4861	0.5617	0.1266	0.1195	0.3747	-0.1268	0.2959	0.04	0.4057	0.1886	0.0709	0.1019	0.3153	-0.1268	0.3077	0.0411	0.4057	0.1886	0.3215
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1862.7	1472.4	18.9	17.2753	0.7958	6.5666	3.6628	0.827	0.2199	47.0579	0.0745	0.4332	0.08	0.3531	0.1719	36.782	0.0454	0.2773	0.0519	0.2254	62.73	33.0477	0.7218	11.6053	8.0735	0.8101	0.0642	0.1287	0.4332	-0.1423	0.199	0.0779	0.4309	-0.0058	-0.0042	0.0778	0.2472	-0.1423	0.211	0.0858	0.4309	-0.0058	0.3017
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1886	1472	24.93	18.8155	0.8849	6.5074	5.2578	0.516	0.1771	49.9433	0.0696	0.3439	0.0238	0.3202	0.1892	53.3601	0.033	0.2793	0.1095	0.1698	91.98	34.8794	0.9501	11.7367	10.0683	0.4717	0.0346	0.111	0.3439	-0.1231	0.2061	0.0647	0.3735	-0.0076	-0.0194	0.0672	0.1758	-0.1231	0.2125	0.0723	0.3735	-0.0076	0.2712
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1709.1	1472.3	17.46	15.8695	0.8712	6.2377	3.8908	0.7714	0.1856	36.3772	0.1094	0.4696	0.0073	0.4622	0.1949	38.2057	0.039	0.2848	0.105	0.1797	80.91	32.9416	0.937	11.2597	9.7836	0.3999	-0.0007	0.115	0.4696	-0.1155	0.2002	0.0588	0.3356	0.0089	-0.0524	0.0354	0.1326	-0.1155	0.2017	0.0632	0.3356	0.0089	0.2141
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1997.6	1472.5	15.93	15.4889	0.8344	5.4781	4.1625	0.7266	0.434	78.1153	0.2633	1.0238	-0.0589	1.0827	0.2032	36.5788	0.0932	0.4162	0.0143	0.4018	58.68	28.7527	0.892	10.1487	7.7686	0.5732	0.0696	0.268	1.0238	-0.1453	0.2697	0.0877	0.4718	0.0143	-0.0681	0.0597	0.2509	-0.1453	0.2949	0.0708	0.4718	0.0734	0.2658
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1906.5	1477.7	50.13	31.2935	0.6433	12.5607	6.3945	0.8584	0.4463	250.8033	0.1005	0.7035	0.2041	0.4995	0.1832	102.9389	0.0491	0.3076	0.0574	0.2501	137.34	46.7896	0.7883	17.9733	10.5077	0.7912	0.2405	0.1916	0.7035	-0.1307	0.2541	0.0745	0.4127	0.0574	0.1207	0.1148	0.5183	-0.1307	0.2954	0.0523	0.4127	0.0953	0.3645
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1960.8	1473.3	16.47	14.9922	0.9208	5.4017	4.2642	0.5116	0.0707	13.0002	0.0695	0.246	-0.0674	0.3134	0.1798	33.0924	0.0237	0.2386	0.1165	0.1221	80.55	32.4391	0.9619	11.4232	9.2346	0.5527	-0.0299	0.0656	0.246	-0.129	0.1955	0.062	0.4032	-0.0017	-0.0559	0.0298	0.0524	-0.129	0.1996	0.0679	0.4032	-0.0017	0.2036
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2012	1474.7	33.12	25.7717	0.6266	10.9386	4.0382	0.9337	0.5178	192.0998	0.1963	1.0116	0.1824	0.8291	0.1844	68.3997	0.0746	0.3294	-0.0361	0.3655	109.26	39.8951	0.8626	14.8223	9.9343	0.6471	0.1755	0.2697	1.0116	-0.145	0.289	0.09	0.454	-0.0361	0.0247	0.1157	0.4346	-0.145	0.3351	0.0475	0.454	0.1742	0.3015
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2057.9	1474.5	37.53	26.7437	0.6594	8.5059	7.3335	0.4678	0.4334	181.1588	0.1591	0.7558	0.0774	0.6784	0.1886	78.8511	0.0601	0.3263	0.0462	0.2802	97.74	37.8869	0.8557	13.8121	10.1648	0.6875	0.1728	0.2426	0.7558	-0.1379	0.2714	0.0915	0.438	0.0418	0.0109	0.1061	0.2816	-0.1379	0.3228	0.0666	0.438	0.0418	0.3815
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1915.1	1474.8	13.14	14.1829	0.8209	5.6448	3.0895	0.8552	0.1553	22.8254	0.0515	0.2944	0.0574	0.237	0.3288	48.3281	0.0331	0.3945	0.2441	0.1504	68.58	31.35	0.8769	11.5547	7.2961	0.7706	0.0315	0.1016	0.2944	-0.1462	0.3522	0.0622	0.4615	0.008	0.0021	0.0874	0.2237	-0.1462	0.3577	0.0662	0.4615	0.008	0.1863
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1667	1475.9	18.09	16.5185	0.8331	6.3491	3.5205	0.8495	0.5264	107.3939	0.2691	1.0656	-0.032	1.0976	0.0616	12.5677	0.0949	0.2726	-0.167	0.4396	80.91	32.8182	0.944	11.2183	9.4788	0.4193	0.076	0.2776	1.0656	-0.1092	0.1669	0.0814	0.3149	-0.167	-0.0562	0.0375	0.2015	-0.1092	0.1978	0.0414	0.3149	0.0805	0.2209
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1730.7	1477.5	30.96	25.6257	0.5925	9.9884	4.9745	0.8862	0.3925	136.9895	0.1135	0.6145	0.1536	0.4609	0.1556	54.3054	0.0614	0.2845	0.016	0.2685	92.34	38.3384	0.7895	13.5242	9.0881	0.7051	0.2153	0.168	0.6145	-0.0977	0.1834	0.0718	0.3375	0.016	0.1243	0.108	0.4006	-0.0977	0.1976	0.0726	0.3375	0.0204	0.3354
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1984	1475.5	19.17	16.769	0.8567	6.1025	4.1282	0.7398	0.2679	56.5306	0.1119	0.5424	0.0756	0.4669	0.1861	39.2644	0.0424	0.2995	0.0598	0.2397	70.92	32.9922	0.8188	11.9162	8.4293	0.773	0.0543	0.1542	0.5424	-0.1519	0.2153	0.0867	0.425	0.0143	-0.023	0.0731	0.2197	-0.1519	0.2259	0.0958	0.425	0.0143	0.2635
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1652.9	1476	9.9	11.6073	0.9234	4.1066	3.2574	0.4764	0.3535	40.6575	0.2324	0.831	-0.0894	0.9204	0.1524	17.5279	0.0813	0.2964	-0.012	0.3084	56.16	27.8004	0.9131	9.9522	7.416	0.6403	0.0332	0.2155	0.831	-0.1264	0.2161	0.0789	0.3613	-0.1625	-0.0388	0.1288	0.7918	-0.1264	0.2304	0.0709	0.3613	-0.1625	0.1747
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1951.3	1479.1	33.48	25.6686	0.6385	9.6398	5.6126	0.8735	0.5152	193.7254	0.1654	0.8011	0.1676	0.6335	0.1579	59.3738	0.0678	0.3013	-0.0347	0.3359	108.54	40.8507	0.8173	15.4029	10.016	0.812	0.2064	0.2531	0.8011	-0.1391	0.2414	0.0791	0.3777	-0.0347	0.0672	0.135	0.4818	-0.1391	0.2791	0.0495	0.3777	0.0929	0.3085
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1829.6	1481.6	29.97	28.6179	0.4599	12.484	3.6684	0.9668	0.1969	66.9514	0.0612	0.3516	0.0348	0.3168	0.2973	101.0978	0.0293	0.3704	0.1974	0.173	105.48	42.2907	0.7411	16.6366	8.4741	0.8748	0.0799	0.0975	0.3516	-0.1116	0.2303	0.1227	0.3959	-0.0596	0.0322	0.0631	0.2018	-0.1116	0.203	0.1351	0.3959	-0.0596	0.2856
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1716.8	1476.9	18.27	16.5602	0.8372	5.8345	4.4329	0.66	0.6251	131.2629	0.2495	1.3827	0.1971	1.1856	0.0176	3.6906	0.1195	0.3273	-0.299	0.6263	63	30.9664	0.8256	10.7811	8.3016	0.5308	0.2101	0.3172	1.3827	-0.1103	0.0556	0.1119	0.3352	-0.299	0.0341	0.1132	0.9727	-0.1103	0.0717	0.1046	0.3352	-0.124	0.2888
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1859	1477.5	17.55	15.5097	0.9168	5.3528	4.4956	0.4568	0.5195	103.8941	0.218	1.0372	0.1472	0.89	0.1212	24.2349	0.0683	0.3276	-0.0316	0.3593	56.07	28.707	0.855	10.7688	7.649	0.7212	0.1526	0.2913	1.0372	-0.142	0.2393	0.1049	0.4455	-0.0316	-0.02	0.0959	0.3104	-0.142	0.2949	0.0659	0.4455	0.0911	0.311
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1990.4	1479.7	20.97	19.4016	0.7001	7.7552	3.3922	0.9053	0.2961	71.0585	0.1133	0.5348	0.071	0.4638	0.1723	41.3514	0.0415	0.2886	0.0388	0.2499	73.89	33.5025	0.8273	12.6727	7.369	0.8313	0.0781	0.1602	0.5348	-0.1103	0.1693	0.0586	0.3195	0.0217	-0.0118	0.0569	0.166	-0.1103	0.168	0.0643	0.3195	0.0217	0.285
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1842.9	1479	36.99	25.1222	0.7365	9.2968	6.5119	0.7581	0.4652	194.4652	0.1182	0.7304	0.209	0.5214	0.1834	76.6701	0.0428	0.2812	0.0701	0.2111	96.66	36.9718	0.8886	12.7625	10.4119	0.4281	0.2584	0.1951	0.7304	-0.0671	0.242	0.0606	0.3729	0.0701	0.1279	0.0959	0.3866	-0.0671	0.2789	0.036	0.3729	0.1749	0.3826
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1739.8	1478.9	30.33	22.9461	0.7239	8.7996	5.13	0.8473	0.4762	162.8446	0.0952	0.7002	0.2856	0.4146	0.1405	48.0448	0.0456	0.2491	0.0171	0.232	85.41	35.4548	0.8538	12.9353	9.4557	0.6689	0.3084	0.1594	0.7002	-0.0062	0.1696	0.0679	0.3189	-0.0846	0.2149	0.1002	0.5135	-0.0062	0.1859	0.0727	0.3189	-0.0846	0.353
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1751.7	1480.9	28.26	22.9098	0.6766	8.6289	5.0384	0.838	0.2379	75.6621	0.055	0.4183	0.1127	0.3056	0.2751	87.4697	0.0261	0.3333	0.1851	0.1482	94.86	37.47	0.849	12.4971	11.0893	0.4641	0.131	0.1055	0.4183	-0.126	0.2913	0.0328	0.3915	0.0833	0.0847	0.0868	0.2825	-0.126	0.2983	0.0329	0.3915	0.0833	0.2976
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1977.1	1480.1	29.97	21.6041	0.8069	7.5623	5.6328	0.7108	0.454	152.0747	0.1409	0.6949	0.1215	0.5734	0.1127	37.7587	0.0535	0.2869	-0.0074	0.2943	93.42	35.8005	0.9159	12.1957	9.7696	0.5759	0.145	0.2454	0.6949	-0.1512	0.189	0.0993	0.4512	-0.1037	-0.0012	0.1131	0.3842	-0.1512	0.2252	0.0955	0.4512	-0.1037	0.3216
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1689.6	1478.3	14.13	15.4309	0.7457	5.9202	3.6224	0.7778	0.1398	22.0857	0.1556	0.4989	-0.0902	0.5892	0.1108	17.5017	0.0609	0.2596	-0.0496	0.3093	71.37	31.3746	0.9111	11.3198	8.6135	0.6857	-0.0181	0.1078	0.4989	-0.1196	0.1591	0.0625	0.3269	-0.0496	-0.0573	0.028	0.0953	-0.1196	0.1711	0.0569	0.3269	0.0137	0.1963
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1997.7	1480.3	19.53	17.3372	0.8165	7.0432	3.784	0.8294	0.3426	75.7222	0.1263	0.7229	0.0894	0.6334	0.1173	25.919	0.0838	0.2895	-0.1303	0.4198	52.29	27.2936	0.8821	9.0972	8.1007	0.4757	0.1306	0.2049	0.7229	-0.1482	0.1894	0.1189	0.4014	-0.1798	0.0023	0.1184	0.5821	-0.1482	0.233	0.1158	0.4014	-0.1798	0.374
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2066	1481.1	23.49	18.4957	0.8629	7.0427	4.2933	0.7711	0.5177	136.6705	0.1649	0.8087	0.1689	0.6399	0.0785	20.7369	0.0476	0.1926	-0.1232	0.3158	91.98	34.9238	0.9477	12.4082	9.9268	0.554	0.1494	0.2491	0.8087	-0.1428	0.2166	0.1222	0.4335	-0.1232	0.0215	0.1032	0.4148	-0.1428	0.2646	0.102	0.4335	0.0384	0.2572
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1881.5	1482	37.62	26.5021	0.6731	10.4553	4.6013	0.907	0.4811	202.0728	0.1497	0.7771	0.1827	0.5944	0.1827	76.7482	0.0543	0.3237	0.0449	0.2787	103.86	39.07	0.855	14.2993	10.1189	0.7338	0.2198	0.2295	0.7771	-0.1226	0.2446	0.072	0.4069	0.0449	0.0714	0.0949	0.3935	-0.1226	0.2797	0.0552	0.4069	0.0912	0.3588
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1941.8	1482	15.75	17.1709	0.6713	6.9547	3.3726	0.8628	0.2244	40.6177	0.0865	0.4066	0.0341	0.3725	0.3183	57.6145	0.0314	0.3947	0.2396	0.1551	79.47	33.5488	0.8873	12.8588	8.0781	0.7826	0.077	0.1222	0.4066	-0.1423	0.3438	0.0583	0.4826	0.0097	0.0391	0.0992	0.328	-0.1423	0.3503	0.0618	0.4826	0.0097	0.1985
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2018.1	1483.8	25.56	23.0316	0.6055	9.3235	3.4772	0.9348	0.3992	115.7564	0.1667	0.8026	0.1204	0.6822	0.2181	63.2602	0.057	0.3467	0.0953	0.2514	91.71	37.2433	0.8309	13.6223	9.3915	0.5569	0.1122	0.2165	0.8026	-0.1525	0.3169	0.0814	0.4749	0.0953	-0.0018	0.0936	0.3197	-0.1525	0.3561	0.0506	0.4749	0.1827	0.2819
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1852.2	1480.6	10.98	11.8739	0.9786	4.2025	3.2365	0.615	0.469	58.1609	0.3529	1.1989	-0.1065	1.3054	0.0673	8.3432	0.1352	0.3262	-0.2309	0.5571	50.4	26.5455	0.8988	9.7518	6.8067	0.7082	0.0938	0.2826	1.1989	-0.1408	0.2412	0.1234	0.4097	-0.2309	-0.0122	0.1279	0.4393	-0.1408	0.2904	0.0583	0.4097	0.1016	0.2113
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2055.9	1483	15.48	16.1882	0.7423	5.7896	3.8912	0.7802	0.1284	23.1173	0.0651	0.2769	-0.0114	0.2883	0.2737	49.2749	0.0725	0.3938	0.0523	0.3415	64.35	30.6991	0.858	10.2232	8.7237	0.5458	0.0258	0.0933	0.2769	-0.1407	0.2602	0.1258	0.4579	-0.0618	-0.0084	0.0743	0.1742	-0.1407	0.2557	0.1388	0.4579	-0.0618	0.246
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1836.3	1483	9.81	12.2007	0.8282	4.6862	2.8675	0.8076	0.1825	20.9842	0.0429	0.2885	0.1007	0.1878	0.2592	29.8061	0.0265	0.3206	0.1931	0.1275	43.92	25.3734	0.8573	9.6099	5.5007	0.8158	0.1098	0.0737	0.2885	-0.0651	0.2718	0.031	0.3503	0.1599	0.0876	0.0665	0.2652	-0.0651	0.2757	0.0313	0.3503	0.1599	0.2255
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2198.3	1485	57.51	30.2624	0.7891	11.3313	7.0884	0.802	0.4291	275.4842	0.1009	0.6366	0.1664	0.4701	0.156	100.1309	0.0478	0.331	-0.0167	0.3477	145.26	46.1689	0.8564	17.1669	11.1986	0.7798	0.2013	0.2116	0.6366	-0.1303	0.2421	0.0873	0.4043	-0.0167	0.0511	0.1037	0.4563	-0.1303	0.2988	0.0551	0.4043	0.0369	0.3958
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1714	1482.8	22.05	18.3	0.8274	6.914	4.4571	0.7735	0.6932	171.9182	0.2606	1.2655	0.2498	1.0156	0.0039	0.9706	0.1051	0.2521	-0.1899	0.442	64.44	32.9241	0.747	12.3724	6.7648	0.8706	0.2631	0.3567	1.2655	-0.1031	0.0667	0.1016	0.3363	-0.1899	0.0376	0.1018	0.4767	-0.1031	0.0996	0.0826	0.3363	-0.0923	0.3376
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2225.6	1484.2	15.75	14.8225	0.9008	5.5249	3.8016	0.7254	0.6024	107.8208	0.1412	0.9636	0.2658	0.6978	0.0723	12.9493	0.0958	0.2254	-0.313	0.5384	48.15	27.5248	0.7987	10.8079	6.4928	0.8191	0.2941	0.269	0.9636	-0.1228	0.1902	0.1157	0.3984	-0.313	0.1399	0.1651	0.6537	-0.1228	0.2492	0.0713	0.3984	-0.0198	0.3225
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1861.2	1485.9	30.87	22.1944	0.7875	8.5341	5.21	0.7867	0.4307	149.0204	0.1154	0.6771	0.1659	0.5112	0.1943	67.2115	0.042	0.2983	0.0768	0.2215	92.34	37.1381	0.8413	12.8512	10.2337	0.5867	0.216	0.1786	0.6771	-0.0826	0.2694	0.0659	0.4092	0.0768	0.1072	0.078	0.3303	-0.0826	0.3075	0.0366	0.4092	0.2007	0.3296
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1895.9	1486	47.43	33.2479	0.5392	13.6532	6.205	0.8932	0.4396	235.1977	0.1271	0.756	0.1593	0.5967	0.1941	103.8284	0.0512	0.3038	0.0621	0.2417	144.36	49.0675	0.7535	19.4997	11.0988	0.8463	0.2391	0.2173	0.756	-0.1263	0.2515	0.073	0.4127	0.0621	0.1391	0.1808	0.6962	-0.1263	0.2802	0.065	0.4127	0.0817	0.3302
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2004.1	1486.1	25.92	21.5514	0.7013	8.4555	4.2185	0.8984	0.421	122.5088	0.1328	0.6746	0.1031	0.5715	0.1603	46.637	0.0744	0.3588	-0.1502	0.509	82.89	35.355	0.8333	13.1132	8.7012	0.746	0.1158	0.2379	0.6746	-0.1567	0.2581	0.1338	0.5091	-0.1502	-0.024	0.1104	0.4578	-0.1567	0.3029	0.1311	0.5091	-0.1209	0.3086
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2078.3	1484.5	18.54	17.3657	0.7726	6.985	3.6382	0.8666	0.2611	53.7957	0.084	0.4046	0.0752	0.3294	0.2511	51.7272	0.0418	0.3603	0.1672	0.1931	75.96	34.3624	0.8084	12.8807	7.4907	0.8289	0.0534	0.1511	0.4046	-0.1374	0.2957	0.0538	0.4059	0.1583	-0.0136	0.0975	0.3159	-0.1374	0.3101	0.0492	0.4059	0.1583	0.245
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1729.4	1486.5	10.8	12.6865	0.8432	5.0012	2.9114	0.7961	0.2109	26.3625	0.043	0.2989	0.1263	0.1726	0.2636	32.9483	0.0535	0.337	0.0424	0.2946	45.45	26.7833	0.7962	9.7057	7.1081	0.7163	0.0859	0.0994	0.2989	-0.1046	0.2612	0.0725	0.3438	-0.0525	0.0452	0.0759	0.2829	-0.1046	0.2604	0.0778	0.3438	-0.0525	0.2369
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1849.1	1486.5	15.57	17.9764	0.6055	7.4471	2.9822	0.9309	0.2444	44.2368	0.0497	0.3996	0.1377	0.2619	0.2014	36.4614	0.0268	0.2783	0.1438	0.1345	49.14	28.3471	0.7685	10.4967	6.6567	0.762	0.1766	0.09	0.3996	-0.0787	0.2339	0.0505	0.3675	0.11	0.1434	0.0867	0.3876	-0.0787	0.2497	0.0519	0.3675	0.11	0.3187
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1740.5	1487.2	49.14	29.7179	0.6992	11.9862	5.6186	0.8957	0.491	269.5729	0.1117	0.785	0.2157	0.5693	0.0962	52.836	0.0578	0.2697	-0.0818	0.3514	119.97	44.3243	0.7674	16.7702	8.7575	0.8594	0.3025	0.1915	0.785	-0.0471	0.131	0.0937	0.3456	-0.0832	0.1709	0.1071	0.4419	-0.0471	0.1553	0.1056	0.3456	-0.0832	0.4095
