Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Hematoxylin OD mean	Cell: Hematoxylin OD std dev	Cell: Hematoxylin OD max	Cell: Hematoxylin OD min	Cell: Eosin OD mean	Cell: Eosin OD std dev	Cell: Eosin OD max	Cell: Eosin OD min	Cytoplasm: Hematoxylin OD mean	Cytoplasm: Hematoxylin OD std dev	Cytoplasm: Hematoxylin OD max	Cytoplasm: Hematoxylin OD min	Cytoplasm: Eosin OD mean	Cytoplasm: Eosin OD std dev	Cytoplasm: Eosin OD max	Cytoplasm: Eosin OD min	Nucleus/Cell area ratio
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2144.9	1158.4	22.05	17.9427	0.8607	6.8651	4.2927	0.779	0.494	121.5267	0.0851	0.7099	0.2859	0.424	0.1697	41.7478	0.0391	0.2683	0.0716	0.1967	59.85	29.9121	0.8406	11.7	7.4278	0.7614	0.307	0.184	0.7099	-0.064	0.2222	0.062	0.3644	0.0716	0.1977	0.1304	0.5502	-0.064	0.2529	0.0514	0.3644	0.083	0.3641
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2169.4	1158.5	24.12	21.9736	0.6277	7.5679	4.4324	0.8317	0.2301	62.8137	0.061	0.4682	0.1062	0.362	0.2854	77.901	0.0434	0.3592	0.1366	0.2226	114.84	39.6386	0.9185	13.4456	10.3791	0.6309	0.1268	0.0971	0.4682	-0.1295	0.3184	0.0566	0.4754	0.1366	0.0988	0.0854	0.2643	-0.1295	0.3274	0.0564	0.4754	0.1728	0.2112
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1848.6	1159.5	19.89	18.0342	0.7685	6.3333	4.5194	0.7427	0.4267	95.5776	0.1606	0.8544	0.1337	0.7206	0.1361	30.4846	0.0558	0.2652	-0.0125	0.2777	64.98	31.124	0.8429	10.9415	8.0024	0.72	0.1554	0.2232	0.8544	-0.1224	0.1883	0.0781	0.3651	-0.0125	0.0348	0.1149	0.5111	-0.1224	0.2115	0.0754	0.3651	0.0157	0.3058
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2101.7	1159.2	20.07	17.008	0.8719	5.6453	4.8877	0.4693	0.5571	127.012	0.2512	1.0794	0.1848	0.8947	0.0939	21.4028	0.0618	0.2548	-0.0524	0.3072	84.78	33.6107	0.9431	11.3532	9.5748	0.4831	0.1507	0.2684	1.0794	-0.115	0.1571	0.134	0.3873	-0.0584	0.0213	0.0747	0.2708	-0.115	0.1773	0.1442	0.3873	-0.0584	0.2387
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1826	1158.7	15.75	14.9701	0.8832	5.163	4.2663	0.4939	0.7207	129.0121	0.3297	1.4593	0.1434	1.3159	0.0532	9.5316	0.1017	0.2402	-0.3324	0.5725	53.46	27.8014	0.8692	10.1611	6.2956	0.7859	0.2353	0.3786	1.4593	-0.1123	0.1174	0.1013	0.3073	-0.3324	0.0275	0.1187	0.4697	-0.1123	0.1449	0.088	0.3073	-0.048	0.2982
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2122	1158.6	16.65	14.9797	0.9324	5.4728	4.1012	0.6598	0.7757	142.7376	0.3369	1.488	0.2419	1.2461	0.0108	1.9858	0.1208	0.2478	-0.3727	0.6205	46.53	27.1248	0.7947	9.8243	6.5441	0.7463	0.3136	0.4052	1.488	-0.1208	0.0818	0.1083	0.3803	-0.3727	0.0636	0.1156	0.5154	-0.1208	0.1202	0.0775	0.3803	-0.1098	0.347
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1799.5	1160.2	11.97	14.3717	0.7283	5.9795	2.7217	0.8787	0.1104	15.0181	0.0623	0.2872	-0.0571	0.3444	0.119	16.179	0.0622	0.2523	-0.0122	0.2645	60.39	30.2546	0.8291	11.7535	6.9032	0.829	-0.0071	0.0828	0.2872	-0.1072	0.1873	0.0596	0.3294	-0.0122	-0.0369	0.0568	0.2062	-0.1072	0.2046	0.0447	0.3294	0.0328	0.1953
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2054.6	1161	27.99	24.5834	0.582	10.3883	3.6751	0.9435	0.5892	186.2005	0.169	0.961	0.2891	0.672	0.1434	45.3059	0.0557	0.2814	-0.0042	0.2856	82.8	36.6795	0.7734	13.3808	8.7113	0.6316	0.2616	0.2701	0.961	-0.103	0.2012	0.0799	0.3574	-0.0042	0.0911	0.105	0.3949	-0.103	0.2313	0.0738	0.3574	0.0239	0.3383
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2135.9	1160.6	24.84	22.1615	0.6356	8.2827	4.5455	0.8761	0.3926	110.3223	0.0888	0.6485	0.1973	0.4512	0.18	50.5759	0.038	0.2733	0.059	0.2143	75.96	36.502	0.7164	14.2375	8.2844	0.8563	0.2565	0.17	0.6485	-0.0984	0.2277	0.0572	0.36	0.059	0.1887	0.1598	0.5453	-0.0984	0.2514	0.0498	0.36	0.0857	0.3265
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2223.9	1161	28.98	20.0069	0.9098	6.7152	5.8023	0.474	0.6955	228.1144	0.1395	0.9797	0.4023	0.5774	0.1218	39.9533	0.0558	0.2826	-0.0248	0.3074	71.37	33.6513	0.792	11.5979	8.9557	0.6337	0.3882	0.2928	0.9797	-0.0923	0.2175	0.0954	0.3909	-0.0248	0.1729	0.1397	0.5195	-0.0923	0.2846	0.0487	0.3909	0.1581	0.4091
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	1690.9	1159.7	12.51	13.3699	0.8794	4.7089	3.6671	0.6473	0.236	34.6885	0.0772	0.4303	0.0831	0.3472	0.2487	36.5562	0.0372	0.3368	0.1653	0.1715	54.81	28.119	0.8711	10.0783	7.1302	0.6877	0.1084	0.1167	0.4303	-0.1124	0.2636	0.0443	0.3573	0.1195	0.0681	0.0964	0.2898	-0.1124	0.2684	0.0454	0.3573	0.1195	0.2298
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1701.7	1161.4	21.33	19.705	0.6903	8.2757	3.3365	0.9242	0.8014	191.5278	0.2295	1.2024	0.2983	0.9041	0.0587	14.0218	0.0794	0.2481	-0.1526	0.4007	56.25	32.9238	0.6521	12.7992	6.6629	0.8988	0.4952	0.3135	1.2024	0.0048	0.139	0.0983	0.3387	-0.1526	0.3066	0.1817	0.7852	0.0048	0.1885	0.0729	0.3387	0.0172	0.3738
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1708.7	1161.2	10.35	13.4373	0.7203	4.7872	3.4344	0.5802	0.5837	68.2942	0.0892	0.8401	0.4201	0.42	0.0717	8.3831	0.0429	0.143	-0.0512	0.1942	39.51	23.8032	0.8763	8.2963	6.4277	0.4718	0.4244	0.1967	0.8401	-0.0212	0.115	0.0526	0.2586	-0.0512	0.3674	0.1934	0.784	-0.0212	0.1306	0.0468	0.2586	-0.0437	0.2519
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1814.1	1160.1	13.68	13.8403	0.8974	4.6554	3.8986	0.5992	0.7917	124.2953	0.1838	1.1542	0.3491	0.8051	-0.0216	-3.3893	0.0604	0.1501	-0.1603	0.3104	38.16	24.7061	0.7856	9.8405	5.2008	0.8458	0.3552	0.3943	1.1542	-0.1308	0.1196	0.1395	0.3702	-0.1603	0.1023	0.2267	0.836	-0.1308	0.2014	0.1017	0.3702	-0.0651	0.3554
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2045.4	1161.2	17.28	17.8481	0.6817	7.3899	2.9766	0.9249	0.2436	47.2623	0.1316	0.4706	-0.0823	0.5529	0.1901	36.8884	0.0507	0.3338	0.061	0.2728	73.26	31.9846	0.8999	11.8069	7.7744	0.7485	0.0256	0.1512	0.4706	-0.1469	0.2375	0.0871	0.4637	-0.0338	-0.0424	0.0715	0.1944	-0.1469	0.2522	0.0907	0.4637	-0.0338	0.2337
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1857	1161.9	12.42	13.0149	0.9214	4.276	3.8264	0.2427	0.6567	92.5961	0.2334	1.1241	0.2759	0.8482	0.0905	12.7616	0.0961	0.2943	-0.1343	0.4286	47.16	26.093	0.8704	9.17	7.365	0.5195	0.259	0.35	1.1241	-0.1175	0.1732	0.1076	0.3515	-0.1343	0.1145	0.2624	1.0873	-0.1175	0.2033	0.0952	0.3515	-0.0758	0.2548
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2114.7	1161.6	10.44	11.9255	0.9225	4.2012	3.3156	0.5008	0.3551	42.6131	0.1467	0.6272	0.0236	0.6036	0.1481	17.7711	0.0481	0.2543	-0.0009	0.2552	53.91	27.0546	0.9255	9.8861	7.4492	0.6545	0.0634	0.1765	0.6272	-0.1297	0.1854	0.0849	0.3653	-0.0343	-0.0091	0.0846	0.2809	-0.1297	0.1947	0.0895	0.3653	-0.0343	0.1931
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1786	1162.8	27.54	19.7959	0.8831	6.6637	5.3577	0.494	0.7342	228.3307	0.1275	0.9677	0.375	0.5928	0.1081	33.615	0.0489	0.2703	0.0054	0.2649	71.37	32.5013	0.849	11.5994	7.6034	0.6916	0.4038	0.2955	0.9677	-0.079	0.1912	0.0815	0.3898	0.0054	0.1919	0.1335	0.536	-0.079	0.2446	0.0456	0.3898	0.1419	0.3878
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1871.8	1162	10.8	12.493	0.8696	4.4169	3.2877	0.6096	0.326	41.7299	0.0924	0.5386	0.1592	0.3794	0.1783	22.8262	0.0543	0.2882	0.0308	0.2574	43.29	26.7652	0.7594	9.8214	5.9292	0.8017	0.107	0.157	0.5386	-0.1088	0.2134	0.0753	0.3995	0.0064	0.0291	0.0852	0.2976	-0.1088	0.2259	0.0777	0.3995	0.0064	0.2506
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1882.4	1163.8	32.04	22.3672	0.8048	8.2242	5.1157	0.7619	0.7304	262.2106	0.2071	1.1499	0.2825	0.8674	0.0878	31.5119	0.0724	0.2661	-0.1263	0.3924	88.02	36.7046	0.821	13.377	9.3837	0.7473	0.3824	0.3097	1.1499	-0.0356	0.1781	0.0988	0.3471	-0.1263	0.1816	0.1275	0.6605	-0.0356	0.2303	0.0704	0.3471	-0.0647	0.3617
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1840.9	1162.1	13.41	14.079	0.8502	5.7382	3.2005	0.8188	0.3004	45.6626	0.1567	0.6212	-0.0393	0.6605	0.1568	23.8325	0.0752	0.3331	-0.0041	0.3372	62.37	29.97	0.8726	11.431	7.8643	0.7238	0.0593	0.1547	0.6212	-0.1171	0.1486	0.0924	0.3642	-0.0309	-0.0077	0.0559	0.1699	-0.1171	0.1463	0.0966	0.3642	-0.0309	0.2121
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2007	1166	41.31	27.7307	0.6751	10.6565	5.824	0.8597	0.4303	199.6565	0.1065	0.6601	0.1951	0.4651	0.1553	72.0388	0.0298	0.2316	0.0902	0.1414	122.67	43.3211	0.8214	16.3229	9.7814	0.8113	0.222	0.1788	0.6601	-0.0654	0.202	0.0603	0.332	-0.0138	0.115	0.094	0.3834	-0.0654	0.226	0.0578	0.332	-0.0138	0.3376
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2020.9	1166.3	33.48	28.3106	0.5249	12.4494	3.5719	0.9631	0.7413	278.7378	0.1988	1.1214	0.2744	0.847	0.0421	15.8153	0.0791	0.2906	-0.1393	0.4299	93.69	40.0287	0.7348	16.5648	7.8	0.8793	0.3166	0.3591	1.1214	-0.133	0.0828	0.1139	0.3899	-0.1393	0.0771	0.1422	0.9196	-0.133	0.1058	0.1237	0.3899	-0.1011	0.3562
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2160.3	1163	20.88	17.1201	0.8952	6.1533	4.7279	0.5969	0.4998	118.4458	0.091	0.6736	0.2356	0.438	0.1728	40.9563	0.0458	0.2986	0.0715	0.2271	68.94	30.6747	0.9207	10.5002	9.0419	0.4853	0.3054	0.1655	0.6736	0.0298	0.2261	0.0601	0.3431	0.064	0.2189	0.1077	0.5451	0.0298	0.2497	0.0496	0.3431	0.064	0.3013
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1866	1163.2	17.19	16.1673	0.8264	5.7943	3.9714	0.7169	0.5303	102.8744	0.173	0.9631	0.0366	0.9265	0.1153	22.3592	0.0697	0.3314	-0.0816	0.413	53.46	27.6797	0.8768	10.3374	7.1404	0.7315	0.1795	0.2825	0.9631	-0.128	0.1834	0.1026	0.3875	-0.0816	0.0097	0.1246	0.4409	-0.128	0.2164	0.0997	0.3875	-0.0016	0.3214
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2089.2	1165.3	35.91	23.2741	0.8331	8.211	5.8153	0.7251	0.4868	194.2386	0.0917	0.7379	0.2363	0.5016	0.1754	69.9672	0.0324	0.274	0.0757	0.1983	99.54	38.9538	0.8243	14.0956	8.8636	0.8105	0.2397	0.2255	0.7379	-0.1173	0.2517	0.0755	0.3954	0.0269	0.1005	0.1448	0.5509	-0.1173	0.2948	0.0565	0.3954	0.0269	0.3587
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2124	1164.2	12.33	12.9585	0.9227	4.3494	3.8908	0.3269	0.7255	103.0263	0.3393	1.3851	-0.0238	1.4089	0.0301	4.2724	0.1003	0.2697	-0.2348	0.5045	55.17	28.2375	0.8695	10.1734	6.8098	0.762	0.1418	0.3706	1.3851	-0.1251	0.1774	0.1202	0.3851	-0.2348	-0.0331	0.1062	0.5823	-0.1251	0.2215	0.0855	0.3851	-0.021	0.223
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1674.4	1165.1	25.92	20.169	0.8007	7.5219	4.3287	0.8108	0.4598	131.9521	0.1261	0.8621	0.1971	0.665	0.1193	34.2455	0.0569	0.2266	-0.0927	0.3193	80.37	34.7964	0.8341	13.2758	7.8362	0.8102	0.2087	0.2064	0.8621	-0.0917	0.1732	0.0625	0.2888	-0.0927	0.0904	0.1072	0.7237	-0.0917	0.1985	0.0471	0.2888	0.0045	0.3182
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1825.6	1164.2	17.28	15.6953	0.8815	5.4675	4.3126	0.5704	0.6767	133.3126	0.2126	1.1775	0.3026	0.8749	0.0242	4.7595	0.0893	0.2137	-0.2068	0.4204	46.26	28.3489	0.7233	10.3155	6.218	0.8321	0.2997	0.3408	1.1775	-0.115	0.1163	0.1271	0.3548	-0.2068	0.0662	0.1316	0.428	-0.115	0.1734	0.1127	0.3548	-0.1006	0.3779
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2149.1	1164.3	24.03	18.4926	0.883	6.7028	5.1	0.6464	0.6447	173.4286	0.1232	0.9503	0.4312	0.5191	0.111	29.8547	0.0456	0.2587	-0.0195	0.2782	63.27	33.4525	0.7105	11.6341	8.9601	0.6251	0.4408	0.1916	0.9503	0.0857	0.1672	0.0621	0.3534	-0.0195	0.3153	0.0927	0.6365	0.0857	0.2018	0.0425	0.3534	0.1048	0.3786
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Positive	Positive	PathAnnotationObject	Polygon	2181.7	1164.8	35.91	24.3043	0.7639	9.1495	6.0238	0.6844	0.2213	89.1776	0.0447	0.3299	0.0981	0.2318	0.3069	123.677	0.0253	0.3868	0.2344	0.1523	124.11	41.1374	0.9216	14.7246	11.5299	0.5641	0.1072	0.1019	0.3299	-0.1572	0.3212	0.0648	0.494	0.0571	0.0603	0.0792	0.2715	-0.1572	0.3271	0.0745	0.494	0.0571	0.2888
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1817.2	1165	13.14	14.1769	0.8216	4.9804	3.9182	0.6499	0.6709	102.6476	0.1586	1.1043	0.3564	0.7479	0.0984	15.0612	0.087	0.2632	-0.1918	0.455	43.47	25.4102	0.846	8.511	7.338	0.3143	0.3746	0.3287	1.1491	-0.1177	0.1466	0.1015	0.3589	-0.1934	0.2393	0.2957	1.1491	-0.1177	0.1686	0.1001	0.3589	-0.1934	0.3127
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2014	1165.5	14.76	16.4215	0.6878	6.5965	3.582	0.873	0.4608	77.4214	0.078	0.6258	0.3014	0.3245	0.1559	26.1897	0.0377	0.2404	0.0328	0.2076	35.01	23.2252	0.8156	9.1969	5.9018	0.7241	0.329	0.1593	0.6258	-0.0093	0.1965	0.0625	0.3691	0.0328	0.231	0.131	0.6237	-0.0093	0.2267	0.0602	0.3691	0.0911	0.4223
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1803.6	1167	31.77	29.5378	0.4576	9.9495	6.2139	0.7839	0.5718	202.4295	0.2293	1.0677	-0.0258	1.0935	0.0955	33.797	0.084	0.2877	-0.0911	0.3787	90.36	38.1511	0.7801	13.9045	10.6057	0.6143	0.2443	0.306	1.0677	-0.1297	0.1817	0.0945	0.3653	-0.0911	0.0678	0.1637	0.716	-0.1297	0.2281	0.0615	0.3653	0.0292	0.3472
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1701.4	1166.7	13.5	14.41	0.817	5.5806	3.0071	0.8419	0.5605	86.8803	0.0912	0.7523	0.316	0.4363	0.1233	19.11	0.0371	0.1934	0.0133	0.18	38.97	26.43	0.701	10.5509	5.5782	0.8505	0.3069	0.2452	0.7579	-0.1124	0.1621	0.0559	0.3119	-0.0038	0.1686	0.1846	0.7579	-0.1124	0.1834	0.053	0.3119	-0.0038	0.3448
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1714.5	1165.6	11.52	12.2699	0.9616	4.1351	3.662	0.411	0.4915	64.3827	0.1254	0.7199	0.1483	0.5716	0.0451	5.9073	0.0861	0.2321	-0.13	0.3621	48.33	25.8496	0.9089	9.4958	6.8606	0.6577	0.1629	0.2215	0.7199	-0.1386	0.162	0.0977	0.4234	-0.13	0.0576	0.1184	0.6391	-0.1386	0.1994	0.0668	0.4234	-0.0808	0.2345
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1833.6	1166.3	21.96	20.5601	0.6528	7.9966	4.1031	0.8909	0.5428	134.616	0.2552	1.0652	-0.077	1.1422	0.1169	29.0009	0.0981	0.3441	-0.183	0.5271	76.14	34.0157	0.8269	11.2821	9.1339	0.4993	0.1877	0.295	1.0652	-0.1339	0.1818	0.0853	0.3676	-0.183	0.0412	0.1502	0.6474	-0.1339	0.2086	0.0622	0.3676	0.023	0.285
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1721.7	1165.4	13.32	13.7399	0.8866	4.8195	3.6733	0.6463	0.7798	116.9642	0.2722	1.4406	0.2525	1.1881	0.0241	3.614	0.1078	0.2753	-0.2269	0.5021	40.95	25.0409	0.8207	8.6846	5.9858	0.6626	0.3083	0.3802	1.4406	-0.1276	0.0764	0.1311	0.3904	-0.2269	0.0787	0.1333	0.6966	-0.1276	0.1019	0.1341	0.3904	-0.0968	0.3224
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2064.4	1169.6	54.36	39.3624	0.4409	16.2669	5.9397	0.9329	0.4451	268.8427	0.1459	0.8624	0.169	0.6934	0.1953	117.9374	0.0582	0.3187	0.0409	0.2777	158.49	50.7185	0.7742	19.0525	11.7719	0.7298	0.1957	0.2155	0.8624	-0.1069	0.2417	0.0829	0.3733	-0.0604	0.0656	0.101	0.4154	-0.1069	0.2659	0.0835	0.3733	-0.0604	0.3397
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1688.2	1166.2	21.78	18.4212	0.8065	7.2051	4.1348	0.836	0.4931	119.8289	0.0818	0.6388	0.258	0.3808	0.1397	33.9486	0.0373	0.2676	0.0268	0.2408	56.43	29.4043	0.8202	11.8373	6.9729	0.7811	0.3187	0.1701	0.6388	-0.0161	0.172	0.044	0.2786	0.0268	0.2088	0.1082	0.4469	-0.0161	0.1924	0.0347	0.2786	0.089	0.378
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2136.8	1169.1	28.98	23.4915	0.6599	9.9504	4.3865	0.8966	0.5099	167.2606	0.1084	0.7691	0.2227	0.5463	0.1773	58.1508	0.0435	0.2748	0.0795	0.1953	78.3	36.914	0.7221	13.4266	9.3995	0.7612	0.2949	0.2133	0.7691	-0.1146	0.2321	0.0586	0.3625	0.0795	0.1655	0.1457	0.5003	-0.1146	0.2651	0.0381	0.3625	0.1545	0.3697
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1778.4	1166.9	40.86	32.008	0.5012	13.6479	4.3763	0.9601	0.5523	254.6108	0.1549	0.8788	0.1332	0.7457	0.142	65.4471	0.0547	0.3243	0.0124	0.3119	108.45	44.7695	0.6799	18.524	7.945	0.924	0.3268	0.2238	0.8788	-0.104	0.2	0.0693	0.3546	0.0124	0.1881	0.1251	0.5205	-0.104	0.2356	0.0509	0.3546	0.0511	0.3758
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1810.9	1165.5	10.26	12.0558	0.8871	4.2203	3.2359	0.5926	0.7748	89.1013	0.2567	1.2689	0.13	1.1389	0.0673	7.7391	0.0955	0.2898	-0.1499	0.4397	26.55	21.4486	0.7252	8.7069	4.8326	0.8395	0.4143	0.3781	1.2689	-0.1397	0.1738	0.1252	0.4296	-0.1499	0.189	0.2431	1.0829	-0.1397	0.2404	0.0908	0.4296	-0.0569	0.3734
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1695.3	1168.8	22.14	19.1145	0.7615	7.7044	4.0307	0.8552	0.501	124.2417	0.1323	0.7967	0.1613	0.6354	0.1164	28.8766	0.0569	0.2568	-0.0869	0.3436	66.06	33.3643	0.7457	13.243	7.5095	0.8495	0.2193	0.2356	0.7967	-0.111	0.1804	0.0657	0.3229	-0.0869	0.0759	0.1177	0.4114	-0.111	0.213	0.0416	0.3229	0.0411	0.3314
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2154.3	1167.5	12.15	13.2893	0.8645	4.4109	3.9762	0.3383	0.5511	74.9495	0.067	0.7127	0.3609	0.3518	0.1338	18.1964	0.0365	0.2088	0.0419	0.1669	37.08	23.8174	0.8214	9.4925	5.6349	0.7728	0.4496	0.1218	0.7127	0.1002	0.1602	0.0595	0.3279	-0.1213	0.4001	0.1115	0.6587	0.1002	0.1731	0.0641	0.3279	-0.1213	0.3308
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1860.8	1167.3	14.04	14.31	0.8616	5.5636	3.6088	0.7481	0.7153	112.297	0.2378	1.2897	0.3285	0.9612	0.0719	11.2857	0.1058	0.2384	-0.2347	0.4731	38.79	24.5015	0.812	9.1034	6.5896	0.5902	0.3775	0.3455	1.2897	-0.1238	0.1567	0.1112	0.3704	-0.2347	0.1868	0.2323	1.0399	-0.1238	0.2045	0.0819	0.3704	-0.0811	0.3503
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1792.7	1168.1	14.49	14.5641	0.8584	5.0299	3.7983	0.6638	0.7517	121.7773	0.3326	1.6799	0.2249	1.455	0.0295	4.7866	0.1253	0.3091	-0.2855	0.5945	58.77	29.3924	0.8549	9.9892	8.3142	0.4553	0.1968	0.371	1.6799	-0.1354	0.1976	0.1321	0.4237	-0.2855	0.0152	0.1126	0.4419	-0.1354	0.2526	0.076	0.4237	0.0454	0.2445
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2052.9	1170.7	21.24	20.6349	0.6268	8.6934	3.3541	0.9378	0.4883	116.7137	0.1983	0.9371	0.0927	0.8444	0.1108	26.4902	0.0834	0.3125	-0.0952	0.4077	75.69	34.7659	0.7869	13.5627	7.5454	0.842	0.1671	0.2402	0.9371	-0.0941	0.1208	0.0988	0.4055	-0.0952	0.0406	0.0908	0.3502	-0.0941	0.1248	0.1041	0.4055	-0.095	0.2763
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	2222.1	1169.7	35.55	22.6253	0.8727	8.2896	5.5686	0.7303	0.713	285.1981	0.1478	1.0561	0.3839	0.6721	0.0982	39.2645	0.0622	0.2119	-0.0763	0.2882	78.93	33.6538	0.8758	12.4077	8.7681	0.7055	0.4655	0.2703	1.0561	0.002	0.1781	0.0954	0.3602	-0.0763	0.2598	0.1495	0.7276	0.002	0.2445	0.0611	0.3602	-0.0016	0.4508
14AH02822-3-H&E-PYN-Lvl-1.ndpi	Negative	Negative	PathAnnotationObject	Polygon	1958.1	1168.9	24.66	19.1371	0.8462	6.9367	4.9154	0.6725	0.3657	101.6723	0.0945	0.5732	0.1639	0.4093	0.1899	52.7849	0.0283	0.2913	0.09	0.2013	90.54	35.3713	0.9094	11.8243	9.9047	0.451	0.1639	0.1599	0.5732	-0.1356	0.2459	0.0583	0.4335	0.09	0.0873	0.1026	0.4132	-0.1356	0.2672	0.0523	0.4335	0.1444	0.2735
